순위,영화명,개봉일,매출액,가중치,매출액 점유율,관객수,스크린수,상영횟수,대표국적,제작국적,배급사,"장르","등급","러닝타임","수상횟수","관람평점","남자 평점","여자 평점"
23,제이슨 본,2016-07-27,"21,253,434,663","176,616,042,049.53",1.30%,"2,611,966",827,"39,806",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,123,0,8.31,8.35,8.26
24,도리를 찾아서,2016-07-06,"20,703,899,933","178,467,617,422.46",1.20%,"2,601,734","1,091","55,110",미국,미국,월트디즈니컴퍼니코리아(주),애니메이션,0,97,1,8.62,8.59,8.63
25,아수라,2016-09-28,"20,576,226,662","134,568,522,369.48",1.20%,"2,594,028","1,278","68,040",한국,한국,(주)씨제이이엔엠,범죄,19,132,7,6.54,6.76,6.2
26,정글북,2016-06-09,"21,517,647,134","184,406,235,938.38",1.30%,"2,537,438",924,"59,041",미국,미국,월트디즈니컴퍼니코리아(주),모험,12,106,5,8.57,8.44,8.66
27,마이펫의 이중생활,2016-08-03,"19,406,436,655","174,657,929,895.00",1.20%,"2,520,670",726,"39,653",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,85,0,9,9.08,8.97
28,라라랜드,2016-12-07,"19,996,139,232","178,365,561,949.44",1.20%,"2,385,108",727,"56,408",미국,미국,판씨네마(주),드라마,12,127,38,8.92,8.98,8.87
29,배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,"18,906,246,428","135,179,661,960.20",1.10%,"2,256,913","1,709","95,669",미국,미국,워너브러더스 코리아(주),액션,12,151,4,7.15,7.27,6.87
30,굿바이 싱글,2016-06-29,"16,912,706,195","142,404,986,161.90",1.00%,"2,108,273",841,"56,380",한국,한국,(주)쇼박스,코미디,15,119,0,8.42,8.44,8.41
31,봉이 김선달,2016-07-06,"16,227,052,642","134,197,725,349.34",1.00%,"2,051,277",942,"51,418",한국,한국,(주)씨제이이엔엠,코미디,12,121,0,8.27,8.12,8.36
32,레버넌트: 죽음에서 돌아온 자,2016-01-14,"16,107,360,130","128,375,660,236.10",1.00%,"2,007,188",967,"55,063",미국,미국,이십세기폭스코리아(주),모험,15,156,18,7.97,7.99,7.94
33,컨저링 2,2016-06-09,"15,759,374,229","131,433,181,069.86",0.90%,"1,928,605",640,"45,816",미국,미국,워너브러더스 코리아(주),공포,15,134,0,8.34,8.48,8.15
34,수어사이드 스쿼드,2016-08-03,"15,874,111,188","120,643,245,028.80",1.00%,"1,898,220",823,"29,512",미국,미국,워너브러더스 코리아(주),액션,15,122,2,7.6,7.51,7.72
35,인디펜던스 데이 : 리써전스,2016-06-22,"12,770,879,840","93,738,258,025.60",0.80%,"1,500,830",926,"47,432",미국,미국,이십세기폭스코리아(주),액션,12,120,0,7.34,7.29,7.44
36,탐정 홍길동: 사라진 마을,2016-05-04,"11,516,170,845","94,893,247,762.80",0.70%,"1,430,885",764,"41,076",한국,한국,(주)씨제이이엔엠,드라마,15,125,2,8.24,8.01,8.4
37,벤허,2016-09-14,"11,410,860,395","96,764,096,149.60",0.70%,"1,400,301",717,"38,941",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,모험,12,123,0,8.48,8.37,8.58
38,굿 다이노,2016-01-07,"9,756,167,238","87,025,011,762.96",0.60%,"1,328,913",814,"33,127",미국,미국,월트디즈니컴퍼니코리아(주),애니메이션,0,101,1,8.92,9.76,8.97
39,셜록: 유령신부,2016-01-02,"9,992,425,049","75,043,112,117.99",0.60%,"1,278,894",891,"32,683",영국,영국,플러스엠 엔터테인먼트,범죄,12,115,1,7.51,7.11,7.72
40,특별수사: 사형수의 편지,2016-06-16,"9,929,947,065","84,901,047,405.75",0.60%,"1,241,899",691,"39,372",한국,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15,120,0,8.55,8.58,8.52
41,시간이탈자,2016-04-13,"9,731,838,195","76,686,884,976.60",0.60%,"1,202,384",733,"55,075",한국,한국,(주)씨제이이엔엠,공포,15,107,0,7.88,7.88,7.89
42,동주,2016-02-17,"8,889,077,089","81,601,727,677.02",0.50%,"1,172,641",543,"39,958",한국,한국,플러스엠 엔터테인먼트,드라마,12,110,14,9.18,9.05,9.25
43,워크래프트: 전쟁의 서막,2016-06-09,"10,142,271,205","87,933,491,347.35",0.60%,"1,163,274",736,"34,087",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,122,0,8.67,8.68,8.61
44,스타트렉 비욘드,2016-08-17,"10,190,375,820","86,312,483,195.40",0.60%,"1,157,156",716,"38,199",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,12,122,1,8.47,8.33,8.63
45,미씽: 사라진 여자,2016-11-30,"8,881,616,256","75,760,186,663.68",0.50%,"1,153,109",790,"40,617",한국,한국,플러스엠 엔터테인먼트,공포,15,100,2,8.53,8.37,8.63
46,"당신, 거기 있어줄래요",2016-12-14,"8,999,085,248","79,191,950,182.40",0.50%,"1,124,815",767,"39,181",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,판타지,12,111,1,8.8,8.92,8.65
47,라이트 아웃,2016-08-24,"8,893,059,975","68,565,492,407.25",0.50%,"1,111,284",659,"34,444",미국,미국,워너브러더스 코리아(주),공포,15,81,0,7.71,7.84,7.54
48,오빠생각,2016-01-21,"8,060,591,287","68,595,631,852.37",0.50%,"1,069,864",855,"44,801",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,12,124,1,8.51,8.33,8.63
49,"날, 보러와요",2016-04-07,"8,836,144,063","71,042,598,266.52",0.50%,"1,063,442",683,"49,237",한국,한국,플러스엠 엔터테인먼트,공포,19,91,0,8.04,8.01,8.07
50,씽,2016-12-21,"8,203,857,789","73,752,681,523.11",0.50%,"1,063,175",795,"19,645",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공연,0,108,1,8.99,9.05,8.97
51,맨 인 더 다크,2016-10-05,"8,480,368,672","71,489,507,904.96",0.50%,"1,003,406",671,"40,136",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,19,88,1,8.43,8.52,8.29
52,"고산자, 대동여지도",2016-09-07,"7,801,007,258","62,564,078,209.16",0.50%,"974,262",765,"38,048",한국,한국,(주)씨제이이엔엠,드라마,0,129,1,8.02,8.01,8.03
53,미 비포 유,2016-06-01,"7,663,772,990","67,287,926,852.20",0.50%,"945,172",481,"28,458",미국,미국,워너브러더스 코리아(주),로맨스,12,110,0,8.78,8.72,8.82
54,매그니피센트 7,2016-09-14,"7,633,490,421","61,525,932,793.26",0.50%,"921,317",579,"27,648",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,133,0,8.06,8.06,8.05
55,갓 오브 이집트,2016-03-03,"7,621,291,624","61,122,758,824.48",0.50%,"919,834",618,"35,323",미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트",모험,12,126,0,8.02,7.96,8.1
56,레전드 오브 타잔,2016-06-29,"7,196,970,717","57,791,674,857.51",0.40%,"858,402",593,"28,021",미국,미국,워너브러더스 코리아(주),액션,12,109,0,8.03,7.91,8.17
57,좋아해줘,2016-02-17,"6,572,774,337","56,460,131,554.83",0.40%,"848,148",637,"27,125",한국,한국,(주)씨제이이엔엠,로맨스,12,123,0,8.59,8.75,8.5
58,브리짓 존스의 베이비,2016-09-28,"6,678,585,874","60,775,131,453.40",0.40%,"820,995",509,"30,736",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,15,123,0,9.1,9.01,9.13
59,스플릿,2016-11-09,"6,102,712,539","55,900,846,857.24",0.40%,"758,195",702,"32,616",한국,한국,오퍼스픽쳐스(유),드라마,15,121,0,9.16,9.16,9.16
60,런던 해즈 폴른,2016-03-10,"5,908,367,979","50,102,960,461.92",0.40%,"731,584",526,"37,569",미국,"미국,영국",플러스엠 엔터테인먼트,액션,15,98,0,8.48,8.4,8.56
61,국가대표 2,2016-08-10,"5,482,232,042","48,188,819,649.18",0.30%,"709,929",562,"20,689",한국,한국,플러스엠 엔터테인먼트,드라마,12,126,0,8.79,8.82,8.76
62,인페르노,2016-10-19,"5,656,281,303","45,872,441,367.33",0.30%,"689,071",754,"31,809",미국,"미국,일본,터키,헝가리",유니버설픽쳐스인터내셔널 코리아(유),공포,15,121,0,8.11,8.05,8.19
63,앵그리버드 더 무비,2016-05-19,"5,218,111,744","43,936,500,884.48",0.30%,"680,606",661,"15,812",미국,"미국,핀란드",유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,97,0,8.42,8.36,8.44
64,그날의 분위기,2016-01-14,"5,149,571,612","40,475,632,870.32",0.30%,"653,287",592,"27,186",한국,한국,(주)쇼박스,로맨스,15,103,0,7.86,7.94,7.77
65,사냥,2016-06-29,"4,912,658,515","29,132,064,993.95",0.30%,"645,922",696,"28,862",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,액션,15,93,0,5.93,5.86,6
66,널 기다리며,2016-03-10,"5,234,303,336","40,513,507,820.64",0.30%,"635,235",551,"33,774",한국,한국,(주)넥스트엔터테인먼트월드(NEW),공포,19,108,0,7.74,7.9,7.56
67,설리: 허드슨강의 기적,2016-09-28,"5,234,170,754","46,688,803,125.68",0.30%,"627,102",573,"26,609",미국,미국,워너브러더스 코리아(주),드라마,12,96,0,8.92,9.05,8.78
68,잭 리처: 네버 고 백,2016-11-30,"4,638,072,258","37,753,908,180.12",0.30%,"611,097",667,"23,659",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15,118,0,8.14,8.13,8.15
69,로그 원: 스타워즈 스토리,2016-12-28,"5,127,537,094","42,814,934,734.90",0.30%,"596,487",907,"15,441",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,133,0,8.35,8.36,8.31
70,아이스 에이지: 지구 대충돌,2016-07-20,"4,092,484,600","32,985,425,876.00",0.20%,"553,760",580,"13,018",미국,미국,이십세기폭스코리아(주),애니메이션,0,94,0,8.06,8.07,8.05
71,메카닉: 리크루트,2016-08-31,"4,458,200,800","34,194,400,136.00",0.30%,"551,897",320,"17,497",미국,"미국,프랑스",(주)제이앤씨미디어그룹,액션,15,98,0,7.67,8.38,6.86
72,고스트버스터즈,2016-08-25,"4,116,570,075","34,002,868,819.50",0.20%,"515,553",511,"18,026",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,116,0,8.26,7.85,8.49
73,거울나라의 앨리스,2016-09-07,"4,145,733,267","35,155,818,104.16",0.20%,"513,202",515,"19,585",미국,미국,월트디즈니컴퍼니코리아(주),모험,12,112,0,8.48,8.39,8.52
74,가려진 시간,2016-11-16,"3,946,462,400","32,558,314,800.00",0.20%,"510,878",884,"30,404",한국,한국,(주)쇼박스,드라마,12,129,5,8.25,812,8.32
75,명탐정 코난: 순흑의 악몽,2016-08-03,"3,766,157,500","33,970,740,650.00",0.20%,"508,869",447,"7,983",일본,일본,(주)씨제이이엔엠,애니메이션,12,112,0,9.02,8.94,9.06
76,해어화,2016-04-13,"3,768,200,759","31,012,292,246.57",0.20%,"485,695",572,"32,322",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15,120,0,8.23,8.22,8.24
77,계춘할망,2016-05-19,"3,600,794,348","31,074,855,223.24",0.20%,"482,516",526,"19,644",한국,한국,(주)콘텐츠지오,드라마,15,116,1,8.63,8.69,8.59
78,"로봇, 소리",2016-01-27,"3,519,595,560","29,036,663,370.00",0.20%,"476,665",609,"25,502",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12,117,0,8.25,8.25,8.25
79,빅쇼트,2016-01-21,"3,622,652,707","29,343,486,926.70",0.20%,"446,712",489,"17,316",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,드라마,19,130,0,8.1,8.17,8.01
80,헌츠맨: 윈터스 워,2016-04-13,"3,544,262,706","26,688,298,176.18",0.20%,"445,009",557,"25,789",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,113,0,7.53,7.44,7.6
81,나를 잊지 말아요,2016-01-07,"3,398,915,000","22,840,708,800.00",0.20%,"425,799",559,"19,138",한국,한국,(주)씨제이이엔엠,로맨스,15,106,0,6.72,6.98,6.51
82,언더 워터,2016-07-13,"3,111,772,391","25,609,886,777.93",0.20%,"384,789",518,"13,058",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,15,86,0,8.23,8.35,8.12
83,클로버필드 10번지,2016-04-07,"2,928,428,655","21,846,077,766.30",0.20%,"357,736",575,"24,680",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,공포,15,103,0,7.46,7.68,6.96
84,위자: 저주의 시작,2016-11-09,"2,637,517,406","20,388,009,548.38",0.20%,"331,877",467,"15,660",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,12,99,0,7.73,7.68,7.55
85,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,"2,467,275,080","20,799,128,924.40",0.10%,"330,725",403,"6,607",일본,일본,(주)씨제이이엔엠,애니메이션,0,94,0,8.43,8.29,8.46
86,아기배달부 스토크,2016-12-07,"2,436,955,700","21,518,318,831.00",0.10%,"322,354",538,"9,388",미국,미국,워너브러더스 코리아(주),애니메이션,0,87,0,8.83,8.92,8.81
87,위대한 소원,2016-04-21,"2,440,004,213","20,008,034,546.60",0.10%,"308,398",524,"22,769",한국,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15,93,0,8.2,8.32,8.07
88,스포트라이트,2016-02-24,"2,402,036,255","21,402,143,032.05",0.10%,"299,878",320,"13,482",미국,미국,(주)팝엔터테인먼트,드라마,15,129,16,8.91,8.81,9
89,구스범스,2016-01-14,"2,221,639,712","18,372,960,418.24",0.10%,"297,356",515,"13,477",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12,103,0,8.27,8,8.43
90,포인트 브레이크,2016-01-07,"2,323,707,051","19,519,139,228.40",0.10%,"294,320",409,"12,111",미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트",액션,19,122,0,8.4,8.45,8.29
91,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,"2,125,772,200","17,920,259,646.00",0.10%,"292,495",380,"8,917",미국,미국,이십세기폭스코리아(주),애니메이션,0,92,1,8.43,8.32,8.47
92,혼숨,2016-10-26,"2,258,422,445","14,115,140,281.25",0.10%,"288,016",498,"14,510",한국,한국,(주)프레인글로벌,공포,15,90,0,6.25,6.14,6.39
93,극장판 안녕 자두야,2016-05-04,"2,137,638,000","17,378,996,940.00",0.10%,"280,406",523,"7,758",한국,한국,(주)씨제이이엔엠,애니메이션,0,90,0,8.13,8,8.29
94,비밀은 없다,2016-06-23,"2,029,410,239","14,185,577,570.61",0.10%,"250,829",502,"14,749",한국,한국,(주)씨제이이엔엠,공포,19,102,0,6.99,6.8,7.13
95,순정,2016-02-24,"1,738,293,033","15,522,956,784.69",0.10%,"240,484",467,"10,545",한국,한국,(주)리틀빅픽쳐스,드라마,12,113,0,8.93,8.83,8.95
96,닌자터틀 : 어둠의 히어로,2016-06-16,"1,934,052,000","15,298,351,320.00",0.10%,"235,207",517,"13,943",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,12,112,0,7.91,7.75,8.09
97,독수리 에디,2016-04-07,"1,799,381,120","16,140,448,646.40",0.10%,"226,341",528,"17,411",미국,미국,이십세기폭스코리아(주),드라마,12,106,0,8.97,8.88,9.05
98,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,"1,666,637,400","14,566,410,876.00",0.10%,"219,047",480,"4,563",일본,일본,(주)이수C&E,애니메이션,0,95,0,8.74,8.68,8.77
99,원피스 필름 골드,2016-12-08,"1,700,502,100","15,491,574,131.00",0.10%,"215,546",445,"6,730",일본,일본,(주)씨제이이엔엠,애니메이션,12,120,0,9.11,9.06,9.19
100,남과 여,2016-02-25,"1,651,122,533","12,482,486,349.48",0.20%,"203,775",449,"9,790",한국,한국,(주)쇼박스,로맨스,19,115,0,7.56,7.7,7.49
1,택시운전사,2017-08-02,"95,853,645,649","889,521,831,622.72",5.70%,"12,186,327","1,906","184,075",한국,한국,(주)쇼박스,드라마,15,137,18,9.28,9.21,9.34
2,신과함께-죄와 벌,2017-12-20,"68,350,496,432","596,699,833,851.36",4.10%,"8,539,495","1,912","91,301",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,판타지,12,139,14,8.73,8.71,8.75
3,공조,2017-01-18,"63,783,051,326","563,204,343,208.58",3.80%,"7,817,618","1,392","142,989",한국,한국,(주)씨제이이엔엠,액션,15,125,6,8.83,8.77,8.89
4,스파이더맨: 홈 커밍,2017-07-05,"59,125,813,820","537,453,647,623.80",3.50%,"7,258,678","1,965","164,448",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12,148,4,9.09,9.09,9.1
5,범죄도시,2017-10-03,"56,318,014,149","423,511,466,400.48",3.30%,"6,879,841","1,315","149,334",한국,한국,"플러스엠 엔터테인먼트,(주)키위미디어그룹",액션,15,109,0,7.52,7.12,8.08
6,군함도,2017-07-26,"50,510,565,168","371,252,653,984.80",3.00%,"6,592,151","2,027","108,775",한국,한국,(주)씨제이이엔엠,액션,15,132,10,7.35,7.36,7.35
7,청년경찰,2017-08-09,"44,381,150,516","400,761,789,159.48",2.60%,"5,653,270","1,102","118,544",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,액션,15,109,4,9.03,9.08,8.99
8,더 킹,2017-01-18,"43,488,814,535","364,871,153,948.65",2.60%,"5,317,693","1,310","107,983",한국,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15,134,12,8.39,8.45,8.34
9,미녀와 야수,2017-03-16,"42,133,751,579","378,782,426,695.21",2.50%,"5,138,328","1,627","140,561",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,판타지,0,129,3,8.99,8.99,8.98
10,킹스맨: 골든 서클,2017-09-27,"40,987,484,736","352,902,243,576.96",2.40%,"4,945,484","1,687","95,922",미국,"미국,영국",이십세기폭스코리아(주),액션,19,141,0,8.61,8.63,8.59
11,토르: 라그나로크,2017-10-25,"39,227,691,395","354,226,053,296.85",2.30%,"4,853,778","1,640","137,423",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,130,0,9.03,9,9.07
12,꾼,2017-11-22,"31,312,029,795","260,516,087,894.40",1.90%,"4,018,035","1,314","117,398",한국,한국,(주)쇼박스,범죄,15,117,0,8.32,8.31,8.33
13,강철비,2017-12-14,"31,994,897,566","279,315,455,751.18",1.90%,"4,014,293","1,426","66,760",한국,한국,(주)넥스트엔터테인먼트월드(NEW),액션,15,139,1,8.73,8.79,8.65
14,남한산성,2017-10-03,"31,225,083,792","255,108,934,580.64",1.90%,"3,849,087","1,229","71,101",한국,한국,(주)씨제이이엔엠,드라마,15,139,15,8.17,8.21,8.12
15,미이라,2017-06-06,"30,504,689,978","228,480,127,935.22",1.80%,"3,689,325","1,257","105,228",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,110,1,7.49,7.47,7.52
16,분노의 질주: 더 익스트림,2017-04-12,"29,981,156,348","275,227,015,274.64",1.80%,"3,653,238","1,469","113,241",미국,"미국,일본,프랑스,캐나다",유니버설픽쳐스인터내셔널 코리아(유),액션,15,136,0,9.18,9.17,9.18
17,너의 이름은.,2017-01-04,"29,251,793,156","263,558,656,335.56",1.70%,"3,637,608",947,"82,978",일본,일본,플러스엠 엔터테인먼트,애니메이션,12,106,6,9.01,9.22,8.77
18,슈퍼배드 3,2017-07-26,"24,217,091,019","212,141,717,326.44",1.40%,"3,324,874","1,057","59,388",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,90,0,8.76,8.76,8.75
19,아이 캔 스피크,2017-09-21,"25,526,451,186","235,864,408,958.64",1.50%,"3,279,296","1,140","93,012",한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",드라마,12,119,13,9.24,9.2,9.26
20,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,"24,975,495,122","214,289,748,146.76",1.50%,"3,049,894","1,357","85,225",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,129,0,8.58,8.54,8.63
21,프리즌,2017-03-23,"23,790,276,987","196,269,785,142.75",1.40%,"2,931,897","1,047","89,024",한국,한국,(주)쇼박스,범죄,19,125,3,8.25,8.29,8.19
22,덩케르크,2017-07-20,"24,550,541,348","211,380,161,006.28",1.50%,"2,788,732","1,252","65,906",미국,"미국,영국",워너브러더스 코리아(주),액션,12,106,8,8.61,8.61,8.62
23,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,"23,452,686,686","212,246,814,508.30",1.40%,"2,735,721","1,218","63,789",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12,136,1,9.05,9.1,8.96
24,살인자의 기억법,2017-09-06,"21,375,287,492","174,636,098,809.64",1.30%,"2,658,589","1,064","88,686",한국,한국,(주)쇼박스,범죄,15,118,3,8.17,8.21,8.13
25,트랜스포머: 최후의 기사,2017-06-21,"21,501,959,228","148,363,518,673.20",1.30%,"2,614,601","1,739","87,234",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,12,151,0,6.9,6.75,7.16
26,보안관,2017-05-03,"20,844,488,409","172,383,919,142.43",1.20%,"2,588,628","1,091","63,709",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15,115,0,8.27,8.26,8.17
27,조작된 도시,2017-02-09,"20,143,992,587","172,432,576,544.72",1.20%,"2,515,501","1,019","62,241",한국,한국,(주)씨제이이엔엠,액션,15,126,1,8.56,8.36,8.76
28,보스 베이비,2017-05-03,"18,936,306,704","167,396,951,263.36",1.10%,"2,452,245","1,116","48,379",미국,미국,(주)씨제이이엔엠,애니메이션,0,97,0,8.84,8.83,8.85
